state,qdate,quarter_str,ave_intrate,pct_lt3,pct_3_4,pct_4_5,pct_5_6,pct_ge6,tot_loans,share_locked_in,mortgage_rate_30yr,rate_gap,permits,hpi,hpi_yoy,unemp_rate,zhvi,zhvi_yoy,new_listing_count,active_listing_count,median_days_on_market,median_listing_price,net_migration_lag1,covid_dummy,ln_permits,ln_new_listings,post_2022
NC,2025-01-01,2025Q1,4.4,19.1,31.2,17.1,11.7,20.8,1822.0,67.4,6.816833333333332,2.416833333333332,22981.70954208362,687.41,4.852043929225136,3.7000000000000006,333474.9453776601,1.8077956897546432,43528.0,29443.0,65.0,399483.3333333333,7.5770243538,0,10.042497453158921,10.681182661619935,1
NC,2025-04-01,2025Q2,4.4,18.7,30.5,16.7,11.9,22.3,1830.0,65.9,6.7861666666666665,2.386166666666666,20585.36018431899,694.2800000000001,3.5419742591681347,3.7000000000000006,331665.58456607396,-0.018303399379160368,54602.0,35438.0,50.0,423166.6666666667,7.5770243538,0,9.93238400849999,10.907844105278517,1
NC,2025-07-01,2025Q3,4.5,18.5,30.1,16.4,11.8,23.2,1819.0,65.0,6.553333333333334,2.0533333333333337,20483.37936728753,697.66,3.1324375064673893,3.7000000000000006,330131.4970544,-0.7751512234393854,47584.0,42574.0,63.0,421433.3333333333,7.5770243538,0,9.927417892587059,10.770272864506444,1
ND,2016-07-01,2016Q3,4.3,6.8,39.2,32.6,11.2,10.2,100.0,78.6,3.4450000000000003,-0.8549999999999995,1043.052407405221,356.75,1.9577022006287637,3.0,222708.88518734567,0.7346548757528826,2874.0,3413.0,66.0,242463.0,12.448863093,0,6.950864965846678,7.963807953231451,0
ND,2016-10-01,2016Q4,4.2,7.3,41.4,31.2,10.5,9.6,102.0,79.89999999999999,3.812666666666667,-0.3873333333333333,1099.489160211597,356.3,1.6228858275576963,2.9,220625.6945329157,-1.3336688163465227,1922.0,3442.0,82.0,238473.0,12.448863093,0,7.003510051042129,7.56164174558878,0
ND,2017-01-01,2017Q1,4.2,7.5,41.7,31.5,10.0,9.3,101.0,80.7,4.171166666666667,-0.028833333333333044,1257.215992215643,358.1499999999999,2.083570858510986,2.766666666666667,220198.06484744884,-2.3216715481851447,2332.0,2678.0,82.66666666666667,239240.0,-8.356426186,0,7.137450117447494,7.75491027202143,0
ND,2017-04-01,2017Q2,4.2,7.3,41.8,32.1,10.0,8.8,102.0,81.19999999999999,3.986333333333333,-0.21366666666666712,929.606134108834,356.94,1.1619997732683407,2.533333333333333,220408.41189401623,-1.7216097445445389,3686.0,2974.0,55.333333333333336,243858.66666666666,-8.356426186,0,6.835836130952153,8.212568398234145,0
ND,2017-07-01,2017Q3,4.2,7.0,42.3,32.4,9.7,8.5,102.0,81.69999999999999,3.8841666666666668,-0.3158333333333334,714.827795460415,361.31,1.2782060266292916,2.5,219998.92285279997,-1.2168182388709203,3236.0,3823.0,64.33333333333333,236316.66666666666,-8.356426186,0,6.5734396289001875,8.082402253926244,0
ND,2017-10-01,2017Q4,4.2,7.0,42.7,32.7,9.3,8.3,102.0,82.4,3.922333333333333,-0.2776666666666672,792.3822662871137,359.67,0.9458321639068235,2.6,218333.66715017243,-1.0388759965586414,1884.0,3892.0,83.0,229683.33333333334,-8.356426186,0,6.676305156289106,7.541683099882111,0
ND,2018-01-01,2018Q1,4.2,6.8,42.6,33.4,9.2,8.1,102.0,82.8,4.268833333333333,0.06883333333333308,612.710732559719,360.8500000000001,0.7538740751082296,2.6,217025.24190432043,-1.44089501664173,2526.0,3022.0,82.0,229952.33333333334,-9.220890903,0,6.419523697525853,7.834788107388194,0
ND,2018-04-01,2018Q2,4.2,6.7,41.9,34.3,9.1,8.0,102.0,82.9,4.541166666666666,0.3411666666666662,858.620503816911,362.69,1.6109149997198369,2.4,216662.5276346661,-1.6995196449903882,3740.0,3195.0,57.666666666666664,239696.66666666666,-9.220890903,0,6.756491017225753,8.227108234348146,0
ND,2018-07-01,2018Q3,4.2,6.5,40.9,35.4,9.2,7.9,102.0,82.8,4.568333333333333,0.3683333333333332,892.956856802333,362.59,0.35426641941822545,2.2666666666666666,215371.59863679518,-2.1033394873032574,3154.0,3818.0,65.33333333333333,237466.33333333334,-9.220890903,0,6.7956575153986645,8.056743774975313,0
ND,2018-10-01,2018Q4,4.2,6.4,40.0,36.2,9.7,7.7,102.0,82.6,4.777833333333334,0.5778333333333334,722.16969944952,364.31,1.2900714543887304,2.3,214361.04341383235,-1.819519540066017,1992.0,3932.0,86.66666666666667,232903.33333333334,-9.220890903,0,6.58364391031516,7.597396320212795,0
ND,2019-01-01,2019Q1,4.2,6.2,39.5,36.9,9.8,7.4,102.0,82.6,4.366333333333333,0.16633333333333322,533.946587210929,366.68,1.615629763059423,2.3333333333333335,214800.4054050943,-1.0251510283799115,2374.0,3125.0,92.66666666666667,233166.66666666666,-2.895537168,0,6.282166904923045,7.772752716468742,0
ND,2019-04-01,2019Q2,4.2,6.1,39.0,37.8,9.8,7.3,102.0,82.9,4.0056666666666665,-0.1943333333333337,589.154158270149,371.6499999999999,2.470429292233023,2.1333333333333333,217095.48683676068,0.1998311414628251,3896.0,3305.0,57.666666666666664,239543.66666666666,-2.895537168,0,6.380383787974374,8.26796230533871,0
ND,2019-07-01,2019Q3,4.2,6.2,40.4,37.1,9.5,6.8,103.0,83.7,3.6620000000000004,-0.5379999999999998,779.991415831612,374.55,3.2984914090294915,2.1,219447.1730890016,1.8923453593709505,2904.0,3831.0,66.0,233794.0,-2.895537168,0,6.660564158526544,7.974188669286011,0
ND,2019-10-01,2019Q4,4.2,6.3,41.8,36.2,9.1,6.6,104.0,84.3,3.701,-0.4990000000000001,534.2615871601845,376.12999999999994,3.244489583047394,2.033333333333333,220994.11596786315,3.094346084715305,1912.0,3754.0,85.0,226133.33333333334,-2.895537168,0,6.282755575362863,7.556427969440253,0
ND,2020-01-01,2020Q1,4.1,6.4,43.0,35.6,8.7,6.3,104.0,85.0,3.5130000000000003,-0.5869999999999993,766.833034106965,377.71,3.0080724337296694,2.266666666666667,222350.8404346183,3.515093472605213,2492.0,2758.0,90.0,225660.0,-1.682650976,0,6.643572306005548,7.821242083523558,0
ND,2020-04-01,2020Q2,4.0,9.4,44.5,32.0,8.3,5.9,105.0,85.9,3.2336666666666667,-0.7663333333333333,818.5812125091211,377.05,1.4529799542580601,7.5,223676.91074743177,3.0315802537248526,3190.0,2853.0,65.0,234947.0,-1.682650976,1,6.708793493345939,8.068089626278244,0
ND,2020-07-01,2020Q3,3.9,13.6,44.1,29.1,7.6,5.6,106.0,86.80000000000001,2.9470000000000005,-0.9529999999999994,844.43624452174,382.73,2.1839540782272016,5.7,225363.02773304065,2.695798975564734,3296.0,2822.0,59.333333333333336,240254.33333333334,-1.682650976,1,6.7398527598440845,8.10076824307173,0
ND,2020-10-01,2020Q4,3.8,18.6,42.8,26.5,6.9,5.3,107.0,87.9,2.7610000000000006,-1.0389999999999993,1096.449398351757,387.45,3.0095977454603684,4.566666666666666,228620.1008967641,3.450763788665734,2020.0,2618.0,73.66666666666667,238579.33333333334,-1.682650976,0,7.000744037600984,7.611347717403621,0
ND,2021-01-01,2021Q1,3.7,24.0,40.6,23.9,6.4,5.0,108.0,88.5,2.875833333333333,-0.8241666666666672,1638.538224144937,387.92,2.7031320325117347,3.9,230058.9130955689,3.466626276691387,2418.0,1967.0,79.33333333333333,241316.66666666666,-3.617972928,0,7.402169910526457,7.791109510610028,0
ND,2021-04-01,2021Q2,3.7,27.2,39.9,22.1,6.1,4.7,108.0,89.19999999999999,2.999166666666667,-0.7008333333333332,808.017554697557,398.33,5.6438138177960395,3.3000000000000003,233210.89392367736,4.262390402472538,3490.0,1694.0,45.333333333333336,261191.66666666666,-3.617972928,0,6.69582061607839,8.157943507105037,0
ND,2021-07-01,2021Q3,3.6,30.3,39.1,20.4,5.7,4.5,108.0,89.80000000000001,2.8701666666666665,-0.7298333333333336,632.279767274556,413.55,8.052674208972377,2.766666666666667,238460.69712311463,5.8118092935763865,2944.0,1950.0,53.333333333333336,258375.0,-3.617972928,0,6.4509122949219595,7.987864096085687,0
ND,2021-10-01,2021Q4,3.6,32.5,38.8,19.0,5.4,4.3,109.0,90.3,3.077666666666667,-0.5223333333333331,1108.711400502908,421.83,8.873403019744487,2.4,240714.84224286533,5.290322810050174,2036.0,1918.0,71.0,258133.33333333334,-3.617972928,0,7.011855260953708,7.619233416226805,0
