date,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2001-09-01,1478.96563204469,202.04651321599,5007.95832822405,934.41969578079,9316.98361075553,4911.99867822442,633.76867960088,439.873508768173,125.0,13623.4916059349,7110.28836459343,430.736738784431,726.578928107107,3912.82499000096,2808.10012635204,937.927762323817,853.675679987138,1235.32351241448,1329.02349683271,504.392990595918,1995.02331148434,1323.11824261576,3769.15869930763,2660.4696295558,645.499405039303,1636.68780312984,158.838566725585,562.534622101338,2536.67983087485,451.323072568485,2078.66223571993,725.774136623854,3160.73533777642,6745.31237119893,156.917231195613,3645.30676306754,833.702625426378,1922.88645590054,2768.53586038139,182.065957339221,2368.50549796347,367.183462818258,2366.45657567809,11050.8246266622,1311.44448954543,229.717685252003,3908.34083178558,2832.25840095005,315.318359720293,3260.24474727001,171.113426102074
2001-10-01,1583.46106799506,249.23027088572,4215.89094236969,1059.98604992405,12000.916560622,4128.84080101026,782.272567323745,445.292780959777,92.0,11254.7397722744,7384.14696984426,412.572049125849,955.059445808116,4488.05511472491,3233.64905080403,1507.89568901509,902.621630708319,1484.43992025281,1427.78407494657,493.411545098636,2795.46948663676,1272.5081522386,3200.07789357151,2571.01320406856,964.206557386333,1983.77433177615,208.380872985546,612.23423033611,2964.42972282948,547.931017645198,2207.78158127926,837.541211859889,3805.19912360171,6200.70050442311,276.804446893977,3639.55242601753,1198.13750440409,1803.97862577149,3836.26485847781,191.919652894039,2470.76789495719,426.782192288052,2334.81828920409,11930.713808803,1472.03778636871,225.309044124652,4002.47679070507,2992.81294186426,344.204070424021,2752.26143372953,149.463218509679
2001-11-01,1766.70812583631,346.942284813115,4066.1852935687,1077.22644585651,11491.1054053784,3765.55646213732,713.726130855016,479.551294440718,7.0,15129.47760063,7484.31861241534,356.412707824523,781.829394466376,4691.53660033537,2974.80546859629,1145.55345520762,882.967701991206,1500.81451611289,1279.41909850911,498.985133341724,2433.53532594889,1438.44501987237,3781.59297211008,3794.95544599085,710.847936670197,2148.61715036705,217.303814433028,619.493365565321,2809.04383790189,635.58288591143,2495.78417526354,736.305123346669,4079.38555273178,7317.29306786282,206.777363299086,4374.40287858477,1370.32568595447,1847.33218705251,2847.44841188757,192.492966534069,3208.71645390802,347.79993895418,2356.54680074063,13371.3646781768,1532.64737486429,173.267483918583,5089.57243545611,3057.35732488451,319.832534696302,2920.90600824025,123.923945184368
2001-12-01,1452.2971263926,221.63899139843,4138.52084430911,727.274403359036,11770.9027441033,3303.85480750025,833.227654081362,418.920700463144,214.0,14698.2829852657,7172.22975910233,262.687531483088,728.618456573246,4722.00940426792,3021.62526554598,1234.16616848568,1264.60659842862,1606.58443699926,1163.97068824199,456.505449095463,2023.58063882967,1232.98859542583,4250.46471492094,2833.01620254886,692.153519204269,1831.88575296491,208.816344674876,585.592036359273,2171.53864249879,387.161014792173,2246.12952769051,335.32903828961,3834.17914307942,6249.8381625961,164.65413992441,4489.76256395973,967.84845119492,1331.5285754438,3109.84809703199,220.303325961069,2198.97187753168,445.556457856193,2334.58619527071,12993.6275443271,1401.38972616453,160.469347601907,3599.02424769923,2789.38162888484,322.717438112577,2270.85894475059,152.871709741813
2002-01-01,1860.01642860831,330.071504764135,4841.64337571863,1694.97366591048,11801.059272648,4006.52069630694,711.368341605748,544.419097288014,49.0,16015.5431007654,7440.03266590335,328.462384869972,1004.18371088365,5137.31312493314,3954.32100730864,1322.19731396678,891.574441478233,1742.84091463425,1377.69428964472,560.58237255628,2682.69713893966,1479.96725039117,4156.06709603068,4203.15394384037,821.018948572764,2195.33736819135,298.681297039097,923.727810880659,3053.36389216985,662.525983039164,2487.62132147095,459.099692761411,4161.96838374319,6424.73666303995,289.272262614527,4607.55066322245,1203.85463909267,1914.41092500661,3512.70383489055,287.086937232565,2601.41612209529,200.236969294911,2615.22832103081,12938.1951910022,1569.7247629043,278.980886425116,4671.74858031793,3113.7281383932,361.863158218247,2885.03799162766,129.760475353538
2002-02-01,1828.15435775715,245.425628723242,4776.17753950167,841.462267358568,12766.4471027426,3343.65518395518,917.603607669372,481.823024997201,2.0,16438.4463258138,8134.46656127465,317.8021152145,849.973766347709,4702.24817796234,3184.35412826162,1648.4975763315,833.983727279759,1725.99391123869,1424.39926974939,605.99146030959,2400.50950607358,1557.10454793348,4092.96138729449,3419.70659840668,1400.03548290227,2206.77340397286,209.428138643143,669.502852452326,2544.50244238568,875.454937131989,2517.24077298161,1113.33965718944,4705.10129012403,7125.72188152816,344.758507923001,4445.58752266408,1142.63781906643,1893.96237990063,3686.6279668355,217.343885315516,2863.63646177223,743.53193140082,3348.14514691753,12428.5397035608,1507.29766173363,197.150182306582,4548.1146652283,2851.5242177763,379.862638760887,3207.43487964201,173.546588208894
2002-03-01,1749.19676617794,471.855235136063,4468.42979951177,689.327202163965,11624.6180514752,3692.17384780791,792.117772184631,524.341160954117,3.0,14316.3129252577,8079.96619735152,237.834180827929,829.82392613311,4573.21122169343,3035.99323502361,974.615032797723,901.39953392661,1383.44497471783,1440.87191739922,607.787348601409,2450.42722358372,1340.79851483065,4101.88697280531,2649.97796572895,755.524444747253,1725.69417761609,346.779067594249,747.42885977249,2631.83861010222,579.149703827949,1922.32612960345,1316.17107521605,3194.38520423812,6078.53407404039,224.691753610628,3904.28578971602,876.720469018794,1668.38991858051,2951.55362709446,207.856319015739,2532.90575328966,254.862266644526,2350.1491237285,13128.5201589238,1471.42953462857,338.421691033143,5260.21329050556,3128.91410444471,280.894757873594,2704.09708050626,146.808185539508
2002-04-01,1962.34180372812,133.468405020731,5240.97722787934,954.202391168591,12555.8090065227,4619.47230547958,1008.76790043456,525.100311500034,27.0,14197.8598058309,8410.27449555303,516.502620279194,1058.87981393201,5088.21017486501,3401.42445838466,1093.61294232721,909.114535825137,1702.55135553688,1332.91091511106,545.712761582537,2482.34610349077,1337.11961438466,4031.08084761069,3119.93286578723,792.479267338695,1884.10309692419,282.039109332321,842.332791740008,2422.03526753401,627.968694651809,2406.17614719506,884.343074613494,3962.0771422085,6958.48113351506,220.812003933723,4346.30215367052,1018.4123175935,2006.3774273351,3300.76759423211,192.588420847519,3011.61447496803,377.363366388169,2798.76623305541,13214.3467850127,1500.05831249353,246.578129944398,4480.56524913415,3499.09408655334,331.178968282959,3128.82492380464,183.656983806887
2002-05-01,2251.35744440823,198.543497221893,5357.95910799246,827.280507065215,11998.6825387849,4265.02256002753,836.765073317207,507.526187421658,53.0,13133.0620412763,8603.48888429667,705.518243376871,973.796151227126,4781.77886093353,3224.7221493248,1143.04868490663,940.424812180145,1579.04785310082,1565.36128394253,541.463003706045,2284.31481278429,1818.86299924979,4228.01146489239,2791.26164394694,878.282257408718,2237.39117414293,292.579627279047,752.569620889669,3054.47038411686,593.166044846343,2521.28348854711,929.472426063619,4586.17729647949,6427.74092250617,304.634106698696,4390.98437078492,1071.57357298282,2049.8146480179,3443.66931287967,213.456847530363,2708.78741471023,337.265209252945,2912.12312692823,13439.1835299553,1729.51904175286,211.26033398109,4899.68190955685,3703.85116813652,333.354867672412,3311.28092712277,180.908275235154
2002-06-01,1761.37523611545,247.416850877035,5511.18018630611,1226.40934899881,11517.4329474157,3958.2599445034,603.427924747631,478.806560546876,18.0,14985.5462412722,8539.70720534042,335.903697567174,809.430956735003,4713.09928477127,2897.70190682503,947.044725918791,1319.9513890446,1512.51124030432,1050.87156620738,581.658211013057,1990.31711005151,1655.15759206111,4005.88822733825,2633.19092346902,1020.53979323569,1871.03399189474,328.558369358949,676.204591844305,2658.04289724465,521.909907410912,2298.3330748777,805.655656767485,4074.64667582062,6505.56401139011,201.497870645476,4106.51350440464,851.309026158589,1680.00277294489,3217.62781976714,276.399335557233,2670.31321093295,377.787094647254,2630.52882512515,13031.9197458411,1619.77887333654,204.730576157658,4530.85449552856,3716.53414934094,321.913729976075,3196.81270704368,167.936082546862
